,mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name
79,0.452127659574468,4,96.0,69.00,0.16331159625744263,0.5952380952380953,72,2,renault 12 (sw)
80,0.34574468085106375,4,122.0,86.00,0.22171817408562522,0.4761904761904763,72,1,ford pinto (sw)
81,0.50531914893617,4,97.0,92.00,0.19138077686419053,0.5357142857142858,72,3,datsun 510 (sw)
82,0.37234042553191476,4,120.0,97.00,0.2531896796144032,0.386904761904762,72,3,toyouta corona mark ii (sw)
83,0.50531914893617,4,98.0,80.00,0.1562234193365466,0.41666666666666674,72,1,dodge colt (sw)
84,0.478723404255319,4,97.0,88.00,0.13807768641905305,0.505952380952381,72,3,toyota corolla 1600 (sw)
85,0.10638297872340424,8,350.0,175.0,0.7051318400907286,0.2976190476190476,73,1,buick century 350
86,0.13297872340425526,8,304.0,150.0,0.58378225120499,0.20833333333333343,73,1,amc matador
87,0.10638297872340424,8,350.0,145.0,0.6733768074851149,0.2976190476190476,73,1,chevrolet malibu
88,0.13297872340425526,8,302.0,137.0,0.68868726963425,0.386904761904762,73,1,ford gran torino
89,0.15957446808510634,8,318.0,150.0,0.613552594272753,0.26785714285714285,73,1,dodge coronet custom
90,0.07978723404255318,8,429.0,198.0,0.9466969095548624,0.20833333333333343,73,1,mercury marquis brougham
91,0.10638297872340424,8,400.0,150.0,0.8083356960589737,0.23809523809523808,73,1,chevrolet caprice classic
92,0.10638297872340424,8,351.0,158.0,0.779699461298554,0.2976190476190476,73,1,ford ltd
93,0.13297872340425526,8,318.0,150.0,0.7439750496172385,0.386904761904762,73,1,plymouth fury gran sedan
94,0.10638297872340424,8,440.0,215.0,0.8851715338814857,0.17857142857142863,73,1,chrysler new yorker brougham
95,0.07978723404255318,8,455.0,225.0,0.9464133824780266,0.17857142857142863,73,1,buick electra 225 custom
96,0.10638297872340424,8,360.0,175.0,0.62602778565353,0.17857142857142863,73,1,amc ambassador brougham
97,0.23936170212765953,6,225.0,105.0,0.42755883186844346,0.505952380952381,73,1,plymouth valiant
98,0.1861702127659574,6,250.0,100.0,0.47207258293167,0.5952380952380953,73,1,chevrolet nova custom
99,0.23936170212765953,6,232.0,100.0,0.37765806634533594,0.4761904761904763,73,1,amc hornet
100,0.23936170212765953,6,250.0,88.00,0.3992061241848597,0.505952380952381,73,1,ford maverick
101,0.37234042553191476,6,198.0,95.00,0.36603345619506666,0.4761904761904763,73,1,plymouth duster
102,0.452127659574468,4,97.0,46.00,0.09554862489367733,0.7738095238095241,73,2,volkswagen super beetle
103,0.05319148936170211,8,400.0,150.0,0.9594556280124752,0.35714285714285715,73,1,chevrolet impala
104,0.07978723404255318,8,400.0,167.0,0.9336546640204139,0.26785714285714285,73,1,ford country
105,0.10638297872340424,8,360.0,170.0,0.8622058406577827,0.2976190476190476,73,1,plymouth custom suburb
106,0.07978723404255318,8,350.0,180.0,0.818259143748228,0.26785714285714285,73,1,oldsmobile vista cruiser
107,0.23936170212765953,6,232.0,100.0,0.3334278423589453,0.41666666666666674,73,1,amc gremlin
108,0.2925531914893616,4,97.0,88.00,0.18882903317266797,0.6547619047619049,73,3,toyota carina
109,0.3191489361702127,4,140.0,72.00,0.22341933654664026,0.6845238095238095,73,1,chevrolet vega
110,0.34574468085106375,4,108.0,94.00,0.21718174085625175,0.505952380952381,73,3,datsun 610
111,0.23936170212765953,3,70.0,90.00,0.1448823362631131,0.3273809523809524,73,3,maxda rx3
112,0.2659574468085106,4,122.0,85.00,0.19761837255457892,0.625,73,1,ford pinto
113,0.3191489361702127,6,155.0,107.0,0.24354975900198472,0.35714285714285715,73,1,mercury capri v6
114,0.452127659574468,4,98.0,90.00,0.18485965409696625,0.4464285714285715,73,2,fiat 124 sport coupe
115,0.15957446808510634,8,350.0,145.0,0.7000283527076835,0.2976190476190476,73,1,chevrolet monte carlo s
116,0.1861702127659574,8,400.0,230.0,0.7555996597675078,0.08928571428571432,73,1,pontiac grand prix
117,0.5319148936170212,4,68.0,49.00,0.07201587751630278,0.6845238095238095,73,2,fiat 128
118,0.39893617021276584,4,116.0,75.00,0.15452225687553167,0.4464285714285715,73,2,opel manta
119,0.2925531914893616,4,114.0,91.00,0.2747377374539268,0.35714285714285715,73,2,audi 100ls
120,0.2659574468085106,4,121.0,112.0,0.35582648142897644,0.4464285714285715,73,2,volvo 144ea
121,0.15957446808510634,8,318.0,150.0,0.5063793592288064,0.17857142857142863,73,1,dodge dart custom
122,0.39893617021276584,4,121.0,110.0,0.2968528494471222,0.35714285714285715,73,2,saab 99le
123,0.2925531914893616,6,156.0,122.0,0.3385313297419904,0.3273809523809524,73,3,toyota mark ii
124,0.05319148936170211,8,350.0,180.0,0.5815140345903035,0.17857142857142863,73,1,oldsmobile omega
125,0.2925531914893616,6,198.0,95.00,0.4221718174085626,0.505952380952381,74,1,plymouth duster
126,0.3191489361702127,6,200.0,?,0.35781117096682735,0.5357142857142858,74,1,ford maverick
127,0.2659574468085106,6,232.0,100.0,0.36518287496455915,0.4761904761904763,74,1,amc hornet
128,0.15957446808510634,6,250.0,100.0,0.4885171533881486,0.5357142857142858,74,1,chevrolet nova
129,0.5851063829787233,4,79.0,67.00,0.09554862489367733,0.6547619047619049,74,3,datsun b210
130,0.452127659574468,4,122.0,80.00,0.2375956903884321,0.505952380952381,74,1,ford pinto
131,0.6117021276595743,4,71.0,65.00,0.06322653813439183,0.7738095238095241,74,3,toyota corolla 1200
132,0.42553191489361686,4,140.0,75.00,0.2633966543804933,0.5357142857142858,74,1,chevrolet vega
133,0.1861702127659574,6,250.0,100.0,0.6146867025800965,0.5357142857142858,74,1,chevrolet chevelle malibu classic
134,0.1861702127659574,6,258.0,110.0,0.5724411681315565,0.5952380952380953,74,1,amc matador
135,0.23936170212765953,6,225.0,105.0,0.5670541536716757,0.505952380952381,74,1,plymouth satellite sebring
136,0.1861702127659574,8,302.0,140.0,0.7167564502409981,0.35714285714285715,74,1,ford gran torino
137,0.10638297872340424,8,350.0,150.0,0.8749645591153955,0.386904761904762,74,1,buick century luxus (sw)
138,0.13297872340425526,8,318.0,150.0,0.8063510065211227,0.3273809523809524,74,1,dodge coronet custom (sw)
139,0.13297872340425526,8,302.0,140.0,0.8576694074284094,0.4761904761904763,74,1,ford gran torino (sw)
140,0.13297872340425526,8,304.0,150.0,0.7496455911539551,0.4464285714285715,74,1,amc matador (sw)
141,0.5319148936170212,4,98.0,83.00,0.1718174085625177,0.505952380952381,74,2,audi fox
142,0.452127659574468,4,79.0,67.00,0.09923447689254328,0.4464285714285715,74,2,volkswagen dasher
143,0.452127659574468,4,97.0,78.00,0.1947831017862206,0.386904761904762,74,2,opel manta
144,0.5851063829787233,4,76.0,52.00,0.010206974766090171,0.505952380952381,74,3,toyota corona
145,0.6117021276595743,4,83.0,61.00,0.11057555996597679,0.6547619047619049,74,3,datsun 710
146,0.50531914893617,4,90.0,75.00,0.14516586333994896,0.386904761904762,74,1,dodge colt
147,0.39893617021276584,4,90.0,75.00,0.14034590303373973,0.4464285714285715,74,2,fiat 128
148,0.452127659574468,4,116.0,75.00,0.17947263963708537,0.35714285714285715,74,2,fiat 124 tc
149,0.39893617021276584,4,120.0,97.00,0.24836971930819396,0.41666666666666674,74,3,honda civic
150,0.452127659574468,4,108.0,93.00,0.22058406577828182,0.4464285714285715,74,3,subaru
151,0.5851063829787233,4,79.0,67.00,0.10972497873546927,0.4761904761904763,74,2,fiat x1.9
152,0.2659574468085106,6,225.0,95.00,0.46810320385596826,0.4761904761904763,75,1,plymouth valiant custom
153,0.23936170212765953,6,250.0,105.0,0.5233909838389567,0.4761904761904763,75,1,chevrolet nova
154,0.15957446808510634,6,250.0,72.00,0.515735752764389,0.7738095238095241,75,1,mercury monarch
155,0.15957446808510634,6,250.0,72.00,0.43804933371136945,0.6845238095238095,75,1,ford maverick
156,0.1861702127659574,8,400.0,170.0,0.8661752197334845,0.20833333333333343,75,1,pontiac catalina
157,0.15957446808510634,8,350.0,145.0,0.8015310462149136,0.35714285714285715,75,1,chevrolet bel air
158,0.1861702127659574,8,318.0,150.0,0.8179756166713922,0.386904761904762,75,1,plymouth grand fury
159,0.13297872340425526,8,351.0,148.0,0.8630564218882902,0.3273809523809524,75,1,ford ltd
160,0.21276595744680846,6,231.0,110.0,0.6504111142614121,0.7738095238095241,75,1,buick century
161,0.1861702127659574,6,250.0,105.0,0.6475758434930535,0.625,75,1,chevroelt chevelle malibu
162,0.15957446808510634,6,258.0,110.0,0.6002268216614687,0.6547619047619049,75,1,amc matador
163,0.23936170212765953,6,225.0,95.00,0.6158208108874398,0.6547619047619049,75,1,plymouth fury
164,0.3191489361702127,6,231.0,110.0,0.4043096115679048,0.41666666666666674,75,1,buick skyhawk
165,0.2925531914893616,8,262.0,110.0,0.45591153955202723,0.3273809523809524,75,1,chevrolet monza 2+2
166,0.10638297872340424,8,302.0,129.0,0.44116813155656365,0.23809523809523808,75,1,ford mustang ii
167,0.5319148936170212,4,97.0,75.00,0.1582081088743975,0.4761904761904763,75,3,toyota corolla
168,0.37234042553191476,4,140.0,83.00,0.29089878083356957,0.5357142857142858,75,1,ford pinto
169,0.2925531914893616,6,232.0,100.0,0.368868726963425,0.4761904761904763,75,1,amc gremlin
170,0.37234042553191476,4,140.0,78.00,0.27757300822228526,0.625,75,1,pontiac astro
171,0.39893617021276584,4,134.0,96.00,0.30876098667422736,0.3273809523809524,75,3,toyota corona
172,0.42553191489361686,4,90.0,71.00,0.1729515168698611,0.505952380952381,75,2,volkswagen dasher
173,0.39893617021276584,4,119.0,97.00,0.26424723561100083,0.5357142857142858,75,3,datsun 710
174,0.23936170212765953,6,171.0,97.00,0.3887156223419337,0.386904761904762,75,1,ford pinto
175,0.5319148936170212,4,90.0,70.00,0.09186277289481148,0.35714285714285715,75,2,volkswagen rabbit
176,0.2659574468085106,6,232.0,90.00,0.4530762687836688,0.5357142857142858,75,1,amc pacer
177,0.37234042553191476,4,115.0,95.00,0.3064927700595407,0.41666666666666674,75,2,audi 100ls
178,0.37234042553191476,4,120.0,88.00,0.381060391267366,0.5357142857142858,75,2,peugeot 504
179,0.34574468085106375,4,121.0,98.00,0.37765806634533594,0.386904761904762,75,2,volvo 244dl
180,0.42553191489361686,4,121.0,115.0,0.2999716472923164,0.3273809523809524,75,2,saab 99le
181,0.6382978723404253,4,91.0,53.00,0.05160192798412244,0.5654761904761905,75,3,honda civic cvcc
182,0.50531914893617,4,107.0,86.00,0.24128154238729804,0.4464285714285715,76,2,fiat 131
183,0.42553191489361686,4,116.0,81.00,0.17210093563935358,0.5297619047619047,76,2,opel 1900
184,0.42553191489361686,4,140.0,92.00,0.2719024666855685,0.4107142857142858,76,1,capri ii
185,0.452127659574468,4,98.0,79.00,0.18202438332860793,0.5773809523809523,76,1,dodge colt
186,0.478723404255319,4,101.0,83.00,0.16699744825630847,0.43452380952380965,76,2,renault 12tl
187,0.22606382978723397,8,305.0,140.0,0.7377374539268501,0.2976190476190476,76,1,chevrolet chevelle malibu classic
188,0.1861702127659574,8,318.0,150.0,0.7306492770059542,0.2976190476190476,76,1,dodge coronet brougham
189,0.1728723404255319,8,304.0,120.0,0.666005103487383,0.3511904761904762,76,1,amc matador
190,0.14627659574468083,8,351.0,152.0,0.7377374539268501,0.28571428571428575,76,1,ford gran torino
191,0.34574468085106375,6,225.0,100.0,0.4593138644740573,0.4404761904761906,76,1,plymouth valiant
192,0.34574468085106375,6,250.0,105.0,0.49333711369435784,0.386904761904762,76,1,chevrolet nova
193,0.39893617021276584,6,200.0,81.00,0.3966543804933371,0.5714285714285716,76,1,ford maverick
194,0.3590425531914893,6,232.0,90.00,0.41735185710235323,0.5714285714285716,76,1,amc hornet
195,0.5319148936170212,4,85.0,52.00,0.11964842642472362,0.8452380952380955,76,1,chevrolet chevette
196,0.4122340425531913,4,98.0,60.00,0.1562234193365466,0.8392857142857145,76,1,chevrolet woody
197,0.5319148936170212,4,90.0,70.00,0.09186277289481148,0.369047619047619,76,2,vw rabbit
198,0.6382978723404253,4,91.0,53.00,0.05160192798412244,0.5595238095238095,76,3,honda civic
199,0.2925531914893616,6,225.0,100.0,0.5778281825914374,0.5773809523809523,76,1,dodge aspen se
200,0.23936170212765953,6,250.0,78.00,0.5559965976750779,0.7738095238095241,76,1,ford granada ghia
201,0.252659574468085,6,250.0,110.0,0.5761270201304224,0.48809523809523814,76,1,pontiac ventura sj
202,0.22606382978723397,6,258.0,95.00,0.4479727814006238,0.5833333333333335,76,1,amc pacer d/l
203,0.5452127659574466,4,97.0,71.00,0.06010774028919763,0.24999999999999994,76,2,volkswagen rabbit
204,0.6117021276595743,4,85.0,70.00,0.10688970796711084,0.5357142857142858,76,3,datsun b-210
205,0.50531914893617,4,97.0,75.00,0.15367167564502415,0.5,76,3,toyota corolla
206,0.46542553191489344,4,140.0,72.00,0.2699177771477176,0.3333333333333333,76,1,ford pinto
207,0.2925531914893616,4,130.0,102.0,0.43578111709668277,0.45833333333333337,76,2,volvo 245
208,0.10638297872340424,8,318.0,150.0,0.6597675077969946,0.3095238095238095,76,1,plymouth volare premier v8
209,0.2659574468085106,4,120.0,88.00,0.4698043663169833,0.8273809523809524,76,2,peugeot 504
210,0.2659574468085106,6,156.0,108.0,0.37340516019279846,0.4464285714285715,76,3,toyota mark ii
211,0.1994680851063829,6,168.0,120.0,0.625744258576694,0.5178571428571429,76,2,mercedes-benz 280s
212,0.1994680851063829,8,350.0,180.0,0.7845194216047632,0.244047619047619,76,1,cadillac seville
213,0.10638297872340424,8,350.0,145.0,0.692373121633116,0.23809523809523808,76,1,chevy c10
214,0.10638297872340424,8,302.0,130.0,0.6399206124184861,0.41666666666666674,76,1,ford f108
215,0.10638297872340424,8,318.0,150.0,0.6073149985823646,0.35714285714285715,76,1,dodge d100
216,0.5984042553191488,4,98.0,68.00,0.12248369719308194,0.625,77,3,honda accord cvcc
217,0.5585106382978722,4,111.0,80.00,0.15367167564502415,0.4047619047619049,77,1,buick opel isuzu deluxe
218,0.7180851063829786,4,79.0,58.00,0.06010774028919763,0.6309523809523812,77,2,renault 5 gtl
219,0.4388297872340424,4,122.0,96.00,0.1947831017862206,0.4464285714285715,77,1,plymouth arrow gs
220,0.6515957446808509,4,85.0,70.00,0.09413098950949816,0.523809523809524,77,3,datsun f-10 hatchback
221,0.22606382978723397,8,305.0,145.0,0.6427558831868444,0.26785714285714285,77,1,chevrolet caprice classic
222,0.21276595744680846,8,260.0,110.0,0.6937907570172951,0.6547619047619049,77,1,oldsmobile cutlass supreme
223,0.1728723404255319,8,318.0,145.0,0.7164729231641621,0.33928571428571425,77,1,dodge monaco brougham
224,0.15957446808510634,8,302.0,130.0,0.7604196200737171,0.4107142857142858,77,1,mercury cougar brougham
225,0.22606382978723397,6,250.0,110.0,0.5406861355259427,0.5,77,1,chevrolet concours
226,0.30585106382978716,6,231.0,105.0,0.5137510632265382,0.5297619047619047,77,1,buick skylark
227,0.2659574468085106,6,225.0,100.0,0.5718741139778848,0.5773809523809523,77,1,plymouth volare custom
228,0.252659574468085,6,250.0,98.00,0.542103770910122,0.6547619047619049,77,1,ford granada
229,0.1861702127659574,8,400.0,180.0,0.7391550893110291,0.18452380952380956,77,1,pontiac grand prix lj
230,0.1728723404255319,8,350.0,170.0,0.723561100085058,0.2023809523809525,77,1,chevrolet monte carlo landau
231,0.1728723404255319,8,400.0,190.0,0.7689254323787921,0.24999999999999994,77,1,chrysler cordoba
232,0.1861702127659574,8,351.0,149.0,0.7717607031471506,0.386904761904762,77,1,ford thunderbird
233,0.5319148936170212,4,97.0,78.00,0.092713354125319,0.386904761904762,77,2,volkswagen rabbit custom
234,0.4122340425531913,4,151.0,88.00,0.3195350155939892,0.4761904761904763,77,1,pontiac sunbird coupe
235,0.452127659574468,4,97.0,75.00,0.18485965409696625,0.6071428571428572,77,3,toyota corolla liftback
236,0.4388297872340424,4,140.0,89.00,0.3237879217465268,0.4642857142857144,77,1,ford mustang ii 2+2
237,0.5718085106382977,4,98.0,63.00,0.12418485965409698,0.5357142857142858,77,1,chevrolet chevette
238,0.6515957446808509,4,98.0,83.00,0.13098950949815713,0.47023809523809534,77,1,dodge colt m/m
239,0.5585106382978722,4,97.0,67.00,0.10547207258293168,0.5,77,3,subaru dl
240,0.5718085106382977,4,97.0,78.00,0.1635951233342784,0.3630952380952381,77,2,volkswagen dasher
241,0.34574468085106375,6,146.0,97.00,0.3407995463566771,0.386904761904762,77,3,datsun 810
242,0.3324468085106382,4,121.0,110.0,0.27984122483697194,0.28571428571428575,77,2,bmw 320i
243,0.3324468085106382,3,80.0,110.0,0.31386447405727247,0.3273809523809524,77,3,mazda rx-4
244,0.9069148936170212,4,90.0,48.00,0.10547207258293168,0.8035714285714287,78,2,volkswagen rabbit custom diesel
245,0.7207446808510637,4,98.0,66.00,0.053019563368301714,0.38095238095238104,78,1,ford fiesta
246,0.6329787234042551,4,78.0,52.00,0.10547207258293168,0.6785714285714286,78,3,mazda glc deluxe
247,0.8085106382978721,4,85.0,70.00,0.12957187411397786,0.6309523809523812,78,3,datsun b210 gx
248,0.7207446808510637,4,91.0,60.00,0.053019563368301714,0.5,78,3,honda civic cvcc
249,0.2898936170212764,8,260.0,110.0,0.4967394386163879,0.4464285714285715,78,1,oldsmobile cutlass salon brougham
250,0.27659574468085096,8,318.0,140.0,0.601644457045648,0.3095238095238095,78,1,dodge diplomat
251,0.29787234042553185,8,302.0,139.0,0.5548624893677346,0.28571428571428575,78,1,mercury monarch ghia
252,0.2712765957446807,6,231.0,105.0,0.5449390416784804,0.6666666666666667,78,1,pontiac phoenix lj
253,0.30585106382978716,6,200.0,95.00,0.43719875248086193,0.6071428571428572,78,1,chevrolet malibu
254,0.29787234042553185,6,200.0,85.00,0.3833286078820527,0.4642857142857144,78,1,ford fairmont (auto)
255,0.42819148936170204,4,140.0,88.00,0.31386447405727247,0.4404761904761906,78,1,ford fairmont (man)
256,0.30585106382978716,6,225.0,100.0,0.5151686986107173,0.5476190476190477,78,1,plymouth volare
257,0.27659574468085096,6,232.0,90.00,0.45279274170683304,0.5476190476190477,78,1,amc concord
258,0.30851063829787234,6,231.0,105.0,0.5009923447689254,0.4642857142857144,78,1,buick century special
259,0.3138297872340425,6,200.0,85.00,0.41309895094981575,0.5178571428571429,78,1,mercury zephyr
260,0.2553191489361702,6,225.0,110.0,0.5690388432095265,0.6369047619047619,78,1,dodge aspen
261,0.24202127659574466,6,258.0,120.0,0.5094981570740006,0.42261904761904767,78,1,amc concord d/l
262,0.2712765957446807,8,305.0,145.0,0.5137510632265382,0.3095238095238095,78,1,chevrolet monte carlo landau
263,0.23138297872340416,6,231.0,165.0,0.5194216047632549,0.32142857142857145,78,1,buick regal sport coupe (turbo)
264,0.24202127659574466,8,302.0,139.0,0.4513751063226539,0.19047619047619052,78,1,ford futura
265,0.22606382978723397,8,318.0,140.0,0.699461298554012,0.33928571428571425,78,1,dodge magnum xe
266,0.5585106382978722,4,98.0,68.00,0.15367167564502415,0.505952380952381,78,1,chevrolet chevette
267,0.49202127659574457,4,134.0,95.00,0.2685001417635384,0.369047619047619,78,3,toyota corona
268,0.48404255319148914,4,119.0,97.00,0.1947831017862206,0.39880952380952384,78,3,datsun 510
269,0.5824468085106381,4,105.0,75.00,0.1749362064077119,0.386904761904762,78,1,dodge omni
270,0.3218085106382978,4,134.0,95.00,0.25574142330592575,0.4047619047619049,78,3,toyota celica gt liftback
271,0.37765957446808496,4,156.0,105.0,0.3209526509781684,0.5178571428571429,78,1,plymouth sapporo
272,0.3936170212765956,4,151.0,85.00,0.3521406294301106,0.5714285714285716,78,1,oldsmobile starfire sx
